name,online_order,book_table,rate,votes,location,rest_type,cuisines,price
Hotel Pork Paradise,1,0,3.7,21,Mysore Road,Quick Bites,South Indian,300
As On Fire,1,0,3.5,41,South Bangalore,Quick Bites,Fast Food,400
J K Fish Land,1,0,3.6,35,Jayanagar,Quick Bites,Seafood,300
Curry Leaves,1,0,4.1,176,Basavanagudi,Casual Dining,South Indian,800
Lassi Shop,1,0,3.5,45,Banashankari,Quick Bites,Beverages,300
Magic Meals,1,0,3.7,47,Jayanagar,Quick Bites,Fast Food,400
Desi Cream Junction,1,1,3.7,36,Jayanagar,Casual Dining,Asian,650
Drunken Monkey,1,0,3.8,52,Kumaraswamy Layout,Quick Bites,Beverages,400
Ruchi's Corner,1,0,2.7,123,Banashankari,Quick Bites,Fast Food,200
Tandoori Bytes,1,0,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700
Bangalore Donne Biriyani,1,0,3.2,4,Kumaraswamy Layout,Quick Bites,South Indian,300
SGS Non Veg - Gundu Pulav,1,0,3.8,101,Banashankari,Quick Bites,South Indian,400
Keventers,1,0,3.7,54,Banashankari,Quick Bites,Cafe,400
Sree Sagar,1,0,0.0,0,Banashankari,Quick Bites,South Indian,200
Navi Food Point,1,0,3.6,22,Basavanagudi,Quick Bites,Fast Food,200
Shawarma Inc,1,0,3.1,31,Banashankari,Delivery/Takeaway,Fast Food,250
The Cafe Nuts and Bolts,1,0,3.0,29,Kumaraswamy Layout,Cafe,Cafe,500
AM WOW,1,0,3.4,6,Jayanagar,Quick Bites,Beverages,100
Lalbagh Grand,1,0,3.0,22,Basavanagudi,Quick Bites,South Indian,250
Funjabi Curries,1,0,2.9,11,Banashankari,Quick Bites,North Indian,500
Eat Repeat,1,0,3.9,101,Basavanagudi,Quick Bites,South Indian,150
Salut,1,1,4.1,442,Jayanagar,Bar,Continental,1200
Nammura Donne Biriyani,1,0,3.5,155,Basavanagudi,Quick Bites,South Indian,400
Lassi Stop,1,0,3.4,12,Banashankari,Quick Bites,Beverages,150
Dakshin Kitchen,1,0,3.6,15,Basavanagudi,Quick Bites,South Indian,100
Sri Sai Cafe,1,0,3.5,10,Basavanagudi,Quick Bites,South Indian,200
Sri Sai 99 Variety Dosa,1,0,3.8,25,Banashankari,Quick Bites,South Indian,300
Utsav Restaurant,1,0,3.8,61,Banashankari,Quick Bites,North Indian,300
Crunch and Munch,1,0,3.7,23,Uttarahalli,Quick Bites,Asian,300
Food Geek,1,0,3.8,25,Basavanagudi,Quick Bites,Fast Food,350
Sri Krishna Aramane,1,0,3.7,40,Kumaraswamy Layout,Quick Bites,South Indian,200
Great Indian Rolls,1,0,3.3,4,Basavanagudi,Quick Bites,Fast Food,100
Chats Point,1,0,3.4,8,Basavanagudi,Quick Bites,Fast Food,150
Food Point,1,0,3.5,32,Kumaraswamy Layout,Quick Bites,North Indian,300
Swarga Ruchi,1,0,3.3,10,Basavanagudi,Quick Bites,South Indian,200
Kolkata King,1,0,3.4,6,Basavanagudi,Quick Bites,Fast Food,300
Sandwich Mama's And Frozen Monster,1,0,3.8,53,Jayanagar,Quick Bites,Cafe,250
New Rajadhani Spicy,1,0,3.7,67,Kumaraswamy Layout,Casual Dining,North Indian,700
Big Mishra Pedha,1,0,2.9,23,Jayanagar,Dessert,East Indian,250
VEGeatz,1,0,3.4,19,Banashankari,Quick Bites,South Indian,200
Foodizo,1,0,3.6,24,Banashankari,Quick Bites,Cafe,300
Food Springs,1,0,4.0,232,Jayanagar,Quick Bites,South Indian,400
Chung's Chinese Corner,1,0,3.9,221,Jayanagar,Casual Dining,Asian,700
Eurasia Pasta and Barbeque by Little Italy,1,1,4.1,1063,Jayanagar,Casual Dining,Continental,1200
Goli Vada Pav No. 1,1,0,3.7,93,Basavanagudi,Quick Bites,Fast Food,200
Ragoo's,1,0,3.9,233,Jayanagar,Casual Dining,Continental,800
Pure & Natural,1,0,3.9,211,Jayanagar,Casual Dining,Fast Food,500
Maiyas,1,0,4.0,1778,Jayanagar,Quick Bites,North Indian,200
Sip n Dine,1,0,3.6,218,Vijay Nagar,Casual Dining,North Indian,800
Cafe Mondo,1,0,3.7,514,Basavanagudi,Cafe,Cafe,600
Jalpaan,1,1,4.0,866,Jayanagar,Casual Dining,North Indian,900
Kataria's Pakwan,1,0,3.2,96,Kumaraswamy Layout,Quick Bites,North Indian,400
Juicy Momos,1,0,3.5,80,Banashankari,Quick Bites,Asian,250
Amande Patisserie,1,0,4.0,73,Basavanagudi,Quick Bites,Fast Food,300
Anand Sweets and Savouries,1,0,3.9,84,Jayanagar,Dessert,East Indian,400
Chicken Hunt,1,0,3.5,88,Banashankari,Quick Bites,South Indian,350
Swadesh Tadka,1,0,3.5,179,Banashankari,Casual Dining,North Indian,600
Cane-O-La,1,0,3.8,61,Basavanagudi,Quick Bites,Cafe,100
New Biryani Mane,1,0,3.7,128,Uttarahalli,Casual Dining,North Indian,450
Upahara Darshini,1,0,3.8,339,Jayanagar,Quick Bites,South Indian,400
Karnataka Bhel House,1,0,4.1,449,Basavanagudi,Quick Bites,Fast Food,100
Sreeraj Lassi Bar,1,0,4.1,210,Jayanagar,Dessert,Beverages,150
Juice Junction Food Court,1,0,3.7,57,Basavanagudi,Quick Bites,Cafe,200
Bunt's Biriyani Palace,1,0,3.0,213,Banashankari,Quick Bites,North Indian,400
Chai Point,1,0,3.2,208,Jayanagar,Quick Bites,Cafe,250
Janahaar,1,0,3.8,70,Banashankari,Quick Bites,South Indian,100
Utsav,1,0,3.7,59,Banashankari,Quick Bites,North Indian,200
Meat And Eat,1,0,3.1,10,Banashankari,Quick Bites,Fast Food,500
Snacks Bite,1,0,3.0,9,Kumaraswamy Layout,Quick Bites,Fast Food,400
The Spice Saga,1,0,3.7,124,Kumaraswamy Layout,Casual Dining,South Indian,750
Dakshin Cafe,1,0,3.7,19,Kumaraswamy Layout,Quick Bites,South Indian,100
Mr. Parathewala,1,0,0.0,0,Jayanagar,Delivery/Takeaway,North Indian,300
Kaulige Millet Corner,1,0,3.3,4,Basavanagudi,Quick Bites,South Indian,150
Ifruit Ice Cream,1,0,3.3,4,Kumaraswamy Layout,Dessert,Cafe,150
Havmor,1,0,3.8,21,Basavanagudi,Dessert,Cafe,200
Grand Food,1,0,3.4,8,Banashankari,Quick Bites,South Indian,250
Dining Hut,1,0,3.5,10,Kumaraswamy Layout,Quick Bites,North Indian,400
7 Hills Garden Restaurant,1,0,0.0,0,Banashankari,Quick Bites,North Indian,400
Desi Swaad,1,0,3.5,10,Kumaraswamy Layout,Quick Bites,North Indian,400
Yummy Momos,1,0,3.2,4,Kumaraswamy Layout,Quick Bites,Asian,200
Masale Daan,1,0,3.1,4,Banashankari,Delivery/Takeaway,North Indian,350
Sri Manjunatha Tandoori Corner,1,0,0.0,0,Uttarahalli,Quick Bites,North Indian,300
Grow Fit,1,0,3.6,16,JP Nagar,Delivery/Takeaway,South Indian,500
The House Of Vadapav,1,0,0.0,0,Banashankari,Quick Bites,Unknown,150
Cutcakes,1,0,0.0,0,Kumaraswamy Layout,Delivery/Takeaway,Fast Food,300
Lassi Spot,1,0,3.3,4,Kumaraswamy Layout,Quick Bites,Unknown,100
Sandwich Hub,1,0,3.4,12,Jayanagar,Quick Bites,Fast Food,300
Healthy Bakes 'n' Brew,1,0,0.0,0,Jayanagar,Quick Bites,Fast Food,150
Udupi Sri Krishna Cafe,1,0,3.9,14,Jayanagar,Casual Dining,North Indian,600
Starlite Bakery & Fastfood,1,0,3.7,0,Jayanagar,Quick Bites,North Indian,300
Veganbreak24x7,1,0,2.8,5,City Market,Delivery/Takeaway,South Indian,199
Aadhya Hotel,1,0,3.3,5,Basavanagudi,Casual Dining,South Indian,800
Dodda Mane Baaduta,1,0,3.5,15,Banashankari,Quick Bites,North Indian,250
Swadd Kitchen,1,0,3.4,4,Basavanagudi,Casual Dining,North Indian,500
Nandini Milk Parlour and Restaurant,1,0,0.0,0,Mysore Road,Dessert,Fast Food,250
Happy Chopsticks,1,0,3.6,17,Basavanagudi,Quick Bites,Asian,300
Sai Super Sandwich,1,0,0.0,0,Banashankari,Quick Bites,Fast Food,200
Right Pizza,1,0,0.0,0,Basavanagudi,Quick Bites,Fast Food,300
Udupi Upachar,1,0,3.3,6,Banashankari,Quick Bites,South Indian,500
Davanagere Benne Dose Hut,1,0,3.4,10,Banashankari,Quick Bites,South Indian,100
The Sip Shop,1,0,0.0,0,Basavanagudi,Quick Bites,Fast Food,200
Subz,1,1,4.2,2022,Jayanagar,Casual Dining,North Indian,1000
Rajastani Rasoi,1,0,0.0,0,Basavanagudi,Quick Bites,North Indian,100
Sri Banashankari Upahara,1,0,0.0,0,Kumaraswamy Layout,Quick Bites,North Indian,150
Mint and Mustard,1,0,4.0,232,Basavanagudi,Casual Dining,North Indian,750
Chinese Square,1,0,3.9,38,Basavanagudi,Quick Bites,Asian,200
Hyderabad Express,1,0,0.0,0,Banashankari,Quick Bites,South Indian,300
Punjabi Raswada,1,1,3.5,431,Jayanagar,Casual Dining,North Indian,800
Vinny's,1,1,4.2,2115,Banashankari,Casual Dining,Fast Food,800
Chetty's Corner,1,0,3.4,30,Uttarahalli,Quick Bites,Fast Food,200
Kapoor's Cafe,1,0,4.2,150,Jayanagar,Casual Dining,North Indian,800
Donne Biryani & Kabab Corner,1,0,3.3,12,Kumaraswamy Layout,Quick Bites,Asian,200
Sukh Sagar,1,0,3.8,155,Jayanagar,Casual Dining,South Indian,450
S M V Snacks Corner,1,0,3.7,33,Basavanagudi,Quick Bites,Fast Food,200
Andhra Ruchulu,1,1,4.1,666,Jayanagar,Casual Dining,South Indian,1000
The Samosa Co,1,0,0.0,0,Jayanagar,Quick Bites,Fast Food,200
Steaming Mugs,1,0,3.9,240,Basavanagudi,Cafe,Cafe,700
Rajathadri Food Fort,1,0,4.0,465,Jayanagar,Casual Dining,South Indian,600
Brew Meister,1,1,4.1,970,Jayanagar,Bar,North Indian,1500
Rasoi,1,0,3.3,128,Banashankari,Quick Bites,North Indian,300
Mr. Singh Da Dhaba,1,0,3.6,241,Kumaraswamy Layout,Quick Bites,North Indian,300
Kababs N Biryani,1,0,3.4,22,Banashankari,Quick Bites,South Indian,200
Ayodhya Upachar,1,0,4.3,734,Banashankari,Quick Bites,South Indian,200
Biriyani Mane,1,0,3.8,130,Jayanagar,Quick Bites,North Indian,400
Cafe Ajfan,1,0,4.2,261,Jayanagar,Cafe,Cafe,700
Brundhavana Food Point,1,0,4.0,191,Kumaraswamy Layout,Quick Bites,South Indian,300
SLV Corner Restaurant,1,0,4.1,364,Basavanagudi,Casual Dining,South Indian,550
Biryani Royals Garden,1,0,0.0,0,Kumaraswamy Layout,Quick Bites,North Indian,500
Hotel New Karavali,1,0,3.8,133,Banashankari,Quick Bites,South Indian,300
The Krishna Grand,1,0,3.9,888,Banashankari,Casual Dining,North Indian,750
Roti Ghar,1,0,3.9,750,Basavanagudi,Casual Dining,North Indian,500
Multi Snacky Hub,0,0,0.0,0,Basavanagudi,Quick Bites,Fast Food,200
Kettle & Kegs,1,0,3.2,6,Banashankari,Delivery/Takeaway,Cafe,200
Baisakhi,1,0,3.8,527,Basavanagudi,Casual Dining,North Indian,500
Poonam Sweets,0,0,4.4,356,Banashankari,Dessert,East Indian,150
Amma's Pastries,0,0,3.8,60,Banashankari,Dessert,Fast Food,400
Polar Bear,1,0,3.9,116,Banashankari,Dessert,Cafe,400
Anand Sweets and Savouries,0,0,3.7,46,Banashankari,Dessert,East Indian,400
Ibaco,1,0,3.9,41,Banashankari,Dessert,Cafe,300
The Lassi and Juice Park,0,0,3.8,28,Banashankari,Quick Bites,Cafe,150
Corner Stone,0,0,3.6,42,Banashankari,Quick Bites,Beverages,300
Floured-Baked With Love,0,0,3.8,45,Banashankari,Delivery/Takeaway,Fast Food,400
Arun Ice Cream,0,0,3.4,7,Banashankari,Dessert,Cafe,150
Melting Melodies,0,0,0.0,0,Banashankari,Quick Bites,Fast Food,300
Sweet N Swirl,0,0,3.2,17,Banashankari,Dessert,Cafe,150
Mukesh Sweet Centre,0,0,0.0,0,Banashankari,Dessert,East Indian,300
Gopi Ice Creams,0,0,0.0,0,Banashankari,Dessert,Cafe,100
Sri Venkateshwara Sweet Meat Stall,0,0,4.0,98,Basavanagudi,Dessert,East Indian,400
Baskin Robbins,0,0,3.7,25,Basavanagudi,Dessert,Cafe,250
Srinivasa Brahmins Bakery,0,0,3.6,16,Basavanagudi,Quick Bites,Fast Food,150
Jain Bakes,0,0,3.6,8,Basavanagudi,Quick Bites,Fast Food,250
KC Das - Sweet Spot,0,0,3.6,46,Basavanagudi,Dessert,East Indian,200
Cake Yard,1,0,3.3,9,Basavanagudi,Dessert,Cafe,250
A2B Veg - Adyar Ananda Bhavan,1,0,2.7,97,Basavanagudi,Casual Dining,South Indian,400
Cakecraft,0,0,0.0,0,Jayanagar,Delivery/Takeaway,Cafe,350
My Tea House,1,1,0.0,0,Banashankari,Casual Dining,Continental,500
Jcubez,0,1,3.8,977,Banashankari,Casual Dining,Fast Food,1300
Ferment,0,0,0.0,0,Banashankari,Casual Dining,Continental,1000
Chung Wah,1,0,3.9,519,Banashankari,Casual Dining,Asian,900
Blue Wings Bar & Restaurant,0,0,3.7,43,Banashankari,Bar,North Indian,700
New Imperial Restaurant,0,0,3.7,39,Banashankari,Casual Dining,North Indian,450
7 Hills Restaurant,0,0,0.0,0,Banashankari,Casual Dining,North Indian,500
Karavali Fish Center,0,0,3.4,10,Banashankari,Quick Bites,South Indian,300
Iyer's Tiffin Centre,0,0,3.8,62,Banashankari,Quick Bites,South Indian,150
Kydz Adda,0,0,3.4,6,Banashankari,Casual Dining,Continental,500
Food Box Cafe,0,0,3.6,36,Banashankari,Casual Dining,North Indian,500
Linnet Bar & Restaurant,0,0,0.0,0,Banashankari,Bar,Fast Food,500
Sri Ganesh Juice and Chats,0,0,3.5,18,Banashankari,Quick Bites,Cafe,150
Manifest Cafe,0,0,3.5,10,Banashankari,Casual Dining,South Indian,500
Beijing Bites,0,0,2.7,128,Banashankari,Casual Dining,Asian,850
Karavali Lunch Home,0,0,0.0,0,Banashankari,Quick Bites,South Indian,400
Cafe Coffee Day,0,0,0.0,0,Banashankari,Cafe,Cafe,900
SLN Bar and Restaurant,0,0,0.0,0,Banashankari,Casual Dining,North Indian,700
Parijatha Paradise,1,0,0.0,0,Banashankari,Casual Dining,South Indian,500
Pizza Hut,1,0,3.7,405,Banashankari,Casual Dining,Fast Food,750
Taaza Thindi,0,0,4.7,651,Banashankari,Quick Bites,South Indian,100
Kaapi Corner,0,0,0.0,0,Banashankari,Quick Bites,South Indian,100
Sri Laxmi Venkateshwara Coffee Bar,0,0,4.4,343,Banashankari,Quick Bites,South Indian,100
Messy Bowl,0,0,3.8,70,Banashankari,Quick Bites,Fast Food,500
Chickpet Donne Biryani House,1,0,3.8,131,Banashankari,Quick Bites,South Indian,250
Brahmin Cafe,0,0,3.8,19,Banashankari,Quick Bites,South Indian,150
Hotel Mangala,0,0,3.9,88,Banashankari,Quick Bites,South Indian,250
Simple Thindies,0,0,3.5,8,Banashankari,Quick Bites,South Indian,200
Rolls On Wheels,0,0,3.4,145,Banashankari,Quick Bites,Fast Food,300
SLV Swadishta,0,0,3.8,189,Banashankari,Quick Bites,South Indian,300
New Sagar Fast Food,0,0,3.6,71,Banashankari,Quick Bites,North Indian,250
Parama Ruchi,0,0,3.5,11,Banashankari,Quick Bites,South Indian,300
Thrilok Restaurant,0,0,3.4,9,Banashankari,Quick Bites,South Indian,350
Meat And Eat,0,0,3.5,12,Banashankari,Quick Bites,Fast Food,500
Shri Guru Raghavendra Grand Veg,0,0,0.0,0,Banashankari,Quick Bites,South Indian,400
Pizza Stop,1,0,3.0,87,Banashankari,Quick Bites,Fast Food,600
Hanumanthanagar Biryani Junction,0,0,3.5,17,Banashankari,Quick Bites,South Indian,300
SLV Refreshment,0,0,4.1,94,Banashankari,Quick Bites,South Indian,100
SVKP Daily Fresh,0,0,3.3,5,Banashankari,Quick Bites,South Indian,350
Srinagar Kabab Corner,0,0,3.4,10,Banashankari,Quick Bites,North Indian,250
Sri Venkateshwara Chat Centre,0,0,3.5,12,Banashankari,Quick Bites,Fast Food,100
Vinay Bhel Corner,0,0,3.4,7,Banashankari,Quick Bites,Fast Food,100
Roti Land,0,0,0.0,0,Banashankari,Quick Bites,North Indian,200
Nandi Chats and Juice,0,0,3.6,47,Banashankari,Quick Bites,Fast Food,150
Yaarub Hotel,0,0,0.0,0,Banashankari,Quick Bites,South Indian,250
Rotti Mane,0,0,0.0,0,Banashankari,Quick Bites,South Indian,100
Karnataka Bhel House,0,0,0.0,0,Banashankari,Quick Bites,Fast Food,150
The Coorg Kitchen,0,0,0.0,0,Banashankari,Quick Bites,South Indian,400
Just Shawarma,1,0,3.8,66,Banashankari,Quick Bites,Continental,300
Aramane Donne Biryani,1,0,3.1,28,Banashankari,Quick Bites,South Indian,200
FOOD ADDA,0,0,3.2,4,Banashankari,Quick Bites,Fast Food,200
Hotel Nisarga,0,0,3.2,5,Banashankari,Quick Bites,North Indian,250
Yo Roll Corner,0,0,3.0,27,Banashankari,Quick Bites,Fast Food,200
New Quality Dum Biryani,0,0,3.1,9,Banashankari,Quick Bites,South Indian,200
Sri Lakshmi Kabab Center,0,0,3.3,4,Banashankari,Quick Bites,North Indian,200
Cueferia A-Cafe,0,0,0.0,0,Banashankari,Quick Bites,North Indian,400
Dtink Lab,0,0,0.0,0,Banashankari,Quick Bites,Beverages,80
Shree Udupi South kitchen,0,0,0.0,0,Banashankari,Quick Bites,South Indian,150
Tasty Bites,0,0,3.7,21,Banashankari,Quick Bites,Fast Food,150
Raams Chicken,0,0,3.6,22,Banashankari,Quick Bites,South Indian,300
Panchami,0,0,3.0,15,Banashankari,Quick Bites,North Indian,300
Bangalore Kabab Palace,0,0,0.0,0,Banashankari,Quick Bites,South Indian,150
Quality Dum Biriyani,0,0,0.0,0,Banashankari,Quick Bites,South Indian,150
Taja Coffee,0,0,0.0,0,Banashankari,Quick Bites,South Indian,150
New Prakash Hotel,0,0,0.0,0,Banashankari,Quick Bites,South Indian,250
Kings Court Daba,0,0,0.0,0,Banashankari,Quick Bites,Asian,450
MM Tiffen Center,0,0,0.0,0,Banashankari,Quick Bites,South Indian,150
Sri Raghavendra Prasanna Coffee Beans Club,0,0,0.0,0,Banashankari,Quick Bites,South Indian,150
Sri Balaji Tiffin Centre,0,0,0.0,0,Banashankari,Quick Bites,South Indian,300
Kavali,0,0,4.0,42,Banashankari,Quick Bites,South Indian,300
Ranganna Military Hotel,0,0,4.2,725,Jayanagar,Quick Bites,South Indian,350
Vidyarthi Bhavan,0,0,4.4,4460,Basavanagudi,Quick Bites,South Indian,150
Bharjari Oota,0,0,3.9,153,Basavanagudi,Casual Dining,South Indian,350
Bridgeway,0,0,3.8,94,Mysore Road,Casual Dining,North Indian,550
Soho Bar & Grill,0,0,2.7,377,Basavanagudi,Bar,North Indian,1100
Bhavani Restaurant,0,0,3.9,100,Basavanagudi,Quick Bites,South Indian,300
Zephyr,0,0,3.9,133,Basavanagudi,Casual Dining,Continental,650
Hotel Dwarka,0,0,4.2,253,Basavanagudi,Quick Bites,South Indian,250
Nisarga Garden Restaurant,0,0,3.4,51,Basavanagudi,Quick Bites,South Indian,350
Ma-Arya Family Restaurant,0,0,3.7,61,Basavanagudi,Casual Dining,South Indian,600
A2B - Adyar Ananda Bhavan,1,0,3.8,155,Mysore Road,Casual Dining,South Indian,400
New Prashanth Hotel,0,0,3.9,66,Basavanagudi,Casual Dining,South Indian,400
Udupi Sri Krishna Bhavan,0,0,4.1,238,Basavanagudi,Quick Bites,South Indian,600
Ice Thunder,0,0,3.8,124,Basavanagudi,Quick Bites,South Indian,300
Upahara Darshini,0,0,4.2,254,Basavanagudi,Quick Bites,South Indian,150
Mahalaxmi Tiffin Room,0,0,4.1,177,Basavanagudi,Quick Bites,South Indian,100
Starlite Bakery & Fastfood,1,0,3.7,23,Jayanagar,Quick Bites,North Indian,300
Sandwichwallas,1,0,4.0,132,Basavanagudi,Quick Bites,Fast Food,200
Basavanagudi Mylari,0,0,4.0,52,Basavanagudi,Quick Bites,South Indian,300
New Prashanth Hotel,0,0,2.9,34,Basavanagudi,Casual Dining,South Indian,750
Shrinidhi Military Hotel,0,0,3.3,6,Basavanagudi,Quick Bites,North Indian,300
Pramukh Family Restaurant,0,0,3.9,111,Basavanagudi,Casual Dining,North Indian,700
Vybhava,0,0,3.8,39,Jayanagar,Quick Bites,South Indian,250
Shree Venkateshwara North Karnataka Hotel,0,0,4.0,64,Basavanagudi,Quick Bites,South Indian,200
Anand Sagar Inn,0,0,3.3,6,Basavanagudi,Casual Dining,South Indian,450
Sangam Military Hotel,0,0,3.2,14,Jayanagar,Quick Bites,South Indian,250
Pallavi Bar & Restaurant,0,0,0.0,0,Mysore Road,Casual Dining,North Indian,550
Belly Squad Food Truck,0,0,3.8,55,South Bangalore,Quick Bites,Asian,300
Tejas Bar and Restaurant,0,0,0.0,0,Nagarbhavi,Casual Dining,Asian,800
Old Days North Indian Restaurant,0,0,0.0,0,Basavanagudi,Casual Dining,North Indian,450
50-50 EATING HOUSE,0,0,3.2,4,Basavanagudi,Quick Bites,South Indian,100
Om Shiva Shakthi Chats Centre,0,0,3.9,26,Basavanagudi,Quick Bites,Fast Food,300
Rolls Corner,0,0,3.6,22,Basavanagudi,Quick Bites,Fast Food,150
Charisma's Matru Sagar,0,0,0.0,0,Mysore Road,Quick Bites,South Indian,150
New Ambur Hot Dum Biryani,0,0,3.2,8,Mysore Road,Quick Bites,South Indian,150
Sticke2Waffles,0,0,0.0,0,Basavanagudi,Quick Bites,South Indian,100
Nimmoora Thindi,0,0,0.0,0,Mysore Road,Quick Bites,North Indian,400
Oasis Food Center,0,0,0.0,0,Basavanagudi,Quick Bites,Fast Food,150
Godumana Moddha Hotel,0,0,0.0,0,Mysore Road,Quick Bites,South Indian,250
Ambur Dum Biriyani,0,0,0.0,0,Basavanagudi,Quick Bites,South Indian,160
Food Plaza,0,0,0.0,0,Basavanagudi,Quick Bites,South Indian,150
Deja Vu Resto Bar,1,1,4.4,2487,Bannerghatta Road,Bar,North Indian,900
Fattoush,1,1,4.2,1964,Bannerghatta Road,Casual Dining,Continental,1000
Empire Restaurant,1,0,4.3,3178,Bannerghatta Road,Casual Dining,North Indian,750
Abhiruchi Hotel,1,0,3.3,455,Bannerghatta Road,Casual Dining,South Indian,550
Tulips,0,0,3.1,19,Bannerghatta Road,Casual Dining,North Indian,800
Barbeque Nation,0,1,4.7,3845,JP Nagar,Casual Dining,North Indian,1600
Sattvam,0,0,4.3,353,JP Nagar,Casual Dining,North Indian,1200
24th Main,0,1,4.1,1234,JP Nagar,Casual Dining,North Indian,800
Zaitoon,1,1,4.1,1538,JP Nagar,Casual Dining,Continental,1000
Mango Greens,0,1,3.9,49,JP Nagar,Casual Dining,North Indian,900
Oye Amritsar,1,1,3.8,756,JP Nagar,Casual Dining,North Indian,1000
Melt - Eden Park,1,1,4.0,347,JP Nagar,Casual Dining,North Indian,1000
Crave Bit Cafe,0,0,0.0,0,JP Nagar,Cafe,Cafe,600
Spice Code,0,1,4.0,165,JP Nagar,Casual Dining,South Indian,1000
The Onyx - The HHI Select Bengaluru,0,0,3.3,177,JP Nagar,Casual Dining,North Indian,950
The Pavillion,0,0,2.7,43,JP Nagar,Casual Dining,North Indian,1000
Sankranthi Veg Restaurant,1,0,3.0,102,BTM,Casual Dining,South Indian,600
Tisano Cafe,1,0,3.8,54,Bannerghatta Road,Cafe,Cafe,500
Cafe Kabana,0,1,4.0,200,Bannerghatta Road,Cafe,Cafe,700
Butterly,1,0,3.9,102,Bannerghatta Road,Cafe,Cafe,450
Cafe Conico,0,0,0.0,0,Bannerghatta Road,Cafe,Cafe,600
Black Mug Cafe,1,0,3.7,171,Bannerghatta Road,Cafe,Cafe,300
#refuel,1,0,3.7,37,Bannerghatta Road,Cafe,Cafe,400
WAFL,1,0,3.9,40,Bannerghatta Road,Quick Bites,Cafe,400
Vaho Kafe & Pressery,0,0,3.9,125,Bannerghatta Road,Cafe,Cafe,500
Dreamcatcher,1,0,3.9,49,Bannerghatta Road,Cafe,Cafe,600
Cafe Coffee Day,0,0,3.6,19,Bannerghatta Road,Cafe,Cafe,900
Cafe Arabica,0,0,3.8,69,Bannerghatta Road,Cafe,Cafe,700
Starbucks,0,0,3.9,52,Bannerghatta Road,Cafe,Cafe,700
Smoor,1,0,3.6,18,Bannerghatta Road,Dessert,Cafe,900
Kalmane Koffees,0,0,3.9,78,Bannerghatta Road,Cafe,Cafe,350
Shee-Sha Cafe,0,1,3.6,39,Bannerghatta Road,Cafe,Cafe,800
Brews N Bites,1,0,2.7,48,Bannerghatta Road,Quick Bites,Asian,650
D2V Cafe,0,0,3.6,13,Bannerghatta Road,Cafe,Cafe,700
Wellness Cafe,0,0,0.0,0,Bannerghatta Road,Cafe,Cafe,400
Cafe Talk,0,0,3.3,14,Bannerghatta Road,Cafe,Cafe,700
Cafe Choco Craze,0,0,3.7,9,Bannerghatta Road,Cafe,Cafe,400
Healthy Smoothie,0,0,0.0,0,Bannerghatta Road,Delivery/Takeaway,Continental,300
Me N U,0,0,0.0,0,Bannerghatta Road,Quick Bites,Fast Food,500
Slate Cafe,1,0,4.1,46,JP Nagar,Cafe,Cafe,600
Dialogues,0,0,4.0,129,JP Nagar,Cafe,Cafe,600
Cafe Zuppa,1,0,0.0,0,JP Nagar,Cafe,Cafe,450
Mudpipe Cafe,1,1,3.9,727,JP Nagar,Cafe,Cafe,800
TAB - Take A Break,0,0,4.1,521,JP Nagar,Cafe,Cafe,550
Biggies Burger 'n' More,1,0,4.1,203,JP Nagar,Quick Bites,Cafe,650
Onesta,1,1,4.4,4381,JP Nagar,Casual Dining,Fast Food,600
Cafe Potpourri,1,0,3.7,131,JP Nagar,Cafe,Cafe,400
De Oxford Cafe,0,0,3.7,34,JP Nagar,Cafe,Cafe,500
Vinaya Coffee Moments,1,0,3.7,46,JP Nagar,Cafe,Fast Food,450
Brew Point,1,0,3.6,10,JP Nagar,Cafe,Cafe,500
The Cravery,1,0,2.6,18,JP Nagar,Cafe,Continental,500
Cuppa,0,0,3.4,48,JP Nagar,Cafe,Cafe,550
Anju's Cafe,0,0,3.4,6,JP Nagar,Cafe,Cafe,600
Furry Fairy Paw Paradise,0,0,0.0,0,JP Nagar,Cafe,Cafe,500
Junkealth,0,0,0.0,0,JP Nagar,Quick Bites,South Indian,300
Skytouch Le Cafe,1,0,3.7,127,JP Nagar,Cafe,Cafe,700
Woodee Pizza,1,0,2.7,85,JP Nagar,Cafe,Cafe,500
Hearts Unlock Cafe,0,0,3.2,11,BTM,Cafe,Cafe,500
eat.fit,1,0,4.5,1178,BTM,Delivery/Takeaway,South Indian,500
Sai Abhiruchi,1,0,3.7,335,BTM,Casual Dining,South Indian,800
Capsicum Family Restaurant,1,0,3.8,254,BTM,Casual Dining,South Indian,800
Box Magic,1,0,3.6,21,Bannerghatta Road,Quick Bites,North Indian,400
Maa'r Rannaghor,1,0,3.8,20,JP Nagar,Quick Bites,North Indian,400
Easy Bites,1,0,4.1,63,JP Nagar,Delivery/Takeaway,Fast Food,300
Hiyar Majhe Kolkata,1,0,4.0,244,BTM,Quick Bites,North Indian,400
Dabba Gosht,1,0,3.4,9,JP Nagar,Delivery/Takeaway,Continental,400
Empire Restaurant,1,0,3.6,113,JP Nagar,Delivery/Takeaway,South Indian,400
Punjabites,1,0,3.7,5,JP Nagar,Delivery/Takeaway,North Indian,400
Sri Lakshmi Dhaba,1,0,2.9,255,BTM,Quick Bites,North Indian,250
